Total demand,Total fixed costs,Total generation costs,Total costs,Total load shedding,Total over generation,Total reserve shortfall,Total renewables curtailment,Total on/offs,Total sum on/off ramps,Total sum nominal ramps,Maximum observed demand,Overall renewables penetration rate,Cumulative average price,Total energy payments,Total reserve payments,Total uplift payments,Total payments,Cumulative average payments
383845047.91,6723681397.35078,1191893600.288668,7915574997.639447,0.0,0.0,656.061411,9706684.497926,17473,2416420.761824,17069351.527398,74665.51,21.839939,20.621798,12123537369.544228,340974809.360503,0.0,12464512178.904732,32.472771
