ruc_date,final_gap_pct,sol_count,status,solve_time_s,ruc_cost
start_date,1.1514,9,TIME_LIMIT,351.7638370990753,15093939.39
2019-01-02,0.9533,6,OPTIMAL,183.29987502098083,29813286.21
2019-01-03,2.1625,10,TIME_LIMIT,127.12612867355347,26294543.25
2019-01-04,0.9156,10,OPTIMAL,178.317809343338,20513741.38
2019-01-05,1.1127,10,TIME_LIMIT,245.17859864234924,14544259.38
2019-01-06,0.9999,7,OPTIMAL,54.155094385147095,8250256.6
2019-01-07,0.9997,5,OPTIMAL,73.68022322654724,9203981.19
2019-01-08,0.9413,10,OPTIMAL,91.13449597358704,10789025.08
2019-01-09,1.2416,10,TIME_LIMIT,246.1638240814209,13277828.41
2019-01-10,0.9649,9,OPTIMAL,440.0100300312042,14034481.99
2019-01-11,1.366,10,TIME_LIMIT,244.17328882217407,12323773.29
2019-01-12,0.9762,10,OPTIMAL,109.2117702960968,12177829.48
2019-01-13,0.9997,2,OPTIMAL,227.2275583744049,18149682.87
2019-01-14,1.4827,10,TIME_LIMIT,246.3095941543579,23462536.36
2019-01-15,0.9896,10,OPTIMAL,51.07534313201904,18935255.01
2019-01-16,0.9864,2,OPTIMAL,162.64004921913147,13941597.82
2019-01-17,0.997,2,OPTIMAL,73.57170295715332,12339501.44
2019-01-18,1.9623,10,TIME_LIMIT,486.27430748939514,10503449.76
2019-01-19,0.9193,10,OPTIMAL,128.27680945396423,15626383.01
2019-01-20,0.9076,10,OPTIMAL,101.79943561553955,21370076.1
2019-01-21,0.9616,10,OPTIMAL,139.3620319366455,14536177.09
2019-01-22,0.9044,10,OPTIMAL,254.6030604839325,9980173.0
2019-01-23,0.9809,10,OPTIMAL,134.63408589363098,25628853.11
2019-01-24,0.9893,2,OPTIMAL,52.12535309791565,24749283.77
2019-01-25,0.9953,10,OPTIMAL,183.63836288452148,21413202.76
2019-01-26,0.9991,10,OPTIMAL,100.23919868469238,16439609.87
2019-01-27,0.969,10,OPTIMAL,196.6331033706665,13503809.38
2019-01-28,1.4848,7,TIME_LIMIT,366.1990542411804,12864108.68
2019-01-29,0.9999,10,OPTIMAL,93.85969257354736,22376786.78
2019-01-30,0.9695,10,OPTIMAL,52.51680874824524,19390530.57
2019-01-31,0.9999,3,OPTIMAL,61.06109380722046,15237862.94
2019-02-01,0.6939,10,OPTIMAL,73.85125803947449,11584283.27
2019-02-02,0.9408,10,OPTIMAL,50.34118103981018,8669153.52
2019-02-03,0.9984,10,OPTIMAL,21.851231336593628,6500334.53
2019-02-04,0.9823,5,OPTIMAL,493.24724984169006,10387146.82
2019-02-05,0.9753,10,OPTIMAL,56.90752696990967,9985233.61
2019-02-06,0.9195,4,OPTIMAL,225.62177515029907,9150517.43
2019-02-07,0.9724,10,OPTIMAL,83.33843731880188,11041356.33
2019-02-08,0.9999,3,OPTIMAL,46.270679235458374,89525411.03
2019-02-09,0.9999,2,OPTIMAL,48.82606053352356,83970432.71
2019-02-10,0.9967,8,OPTIMAL,48.022886753082275,31312942.42
2019-02-11,0.9199,10,OPTIMAL,168.19710850715637,13201258.32
2019-02-12,0.9668,10,OPTIMAL,261.53911113739014,13603678.78
2019-02-13,0.9991,10,OPTIMAL,90.26955366134644,14308803.59
2019-02-14,0.963,4,OPTIMAL,250.26014828681946,10628705.98
2019-02-15,0.8472,10,OPTIMAL,37.84548258781433,10373237.56
2019-02-16,0.9843,10,OPTIMAL,150.4390640258789,14509602.63
2019-02-17,0.9913,10,OPTIMAL,220.26947379112244,11225451.83
2019-02-18,0.998,10,OPTIMAL,268.4412305355072,14676753.04
2019-02-19,0.925,10,OPTIMAL,27.78119158744812,22710900.61
2019-02-20,0.9771,6,OPTIMAL,161.07434678077698,18389009.91
2019-02-21,0.9634,3,OPTIMAL,422.79673194885254,14477822.23
2019-02-22,2.3139,10,TIME_LIMIT,245.98810982704163,14174225.99
2019-02-23,0.7597,10,OPTIMAL,48.161038875579834,9568242.93
2019-02-24,1.7517,10,TIME_LIMIT,125.20814514160156,11550906.73
2019-02-25,1.7278,10,TIME_LIMIT,125.00673246383667,13150549.78
2019-02-26,0.9861,3,OPTIMAL,294.2073061466217,10542337.8
2019-02-27,0.9901,3,OPTIMAL,49.76901602745056,11682262.41
2019-02-28,0.9999,10,OPTIMAL,50.900299310684204,22412712.47
2019-03-01,0.988,10,OPTIMAL,77.38547992706299,18982669.08
2019-03-02,3.8452,10,TIME_LIMIT,125.99953031539917,13890743.68
2019-03-03,0.9998,5,OPTIMAL,69.68838739395142,16284464.86
2019-03-04,0.9833,2,OPTIMAL,92.34714603424072,94265509.83
2019-03-05,0.9542,5,OPTIMAL,78.98112678527832,103042719.75
2019-03-06,0.8367,3,OPTIMAL,106.37015271186829,35936896.96
2019-03-07,1.3653,8,TIME_LIMIT,245.8141508102417,11495405.65
2019-03-08,0.9531,10,OPTIMAL,218.37133169174194,8575379.25
2019-03-09,0.8919,5,OPTIMAL,77.86739802360535,9480207.86
2019-03-10,0.8603,10,OPTIMAL,38.13883876800537,8440715.52
2019-03-11,0.9532,2,OPTIMAL,219.36995148658752,10174484.28
2019-03-12,0.8028,7,OPTIMAL,155.79199051856995,10089543.42
2019-03-13,0.9722,10,OPTIMAL,84.28306603431702,9453568.37
2019-03-14,0.9359,9,OPTIMAL,64.78237843513489,8532834.55
2019-03-15,0.9241,10,OPTIMAL,197.83286237716675,11044871.24
2019-03-16,1.0697,10,TIME_LIMIT,126.01495051383972,13104803.46
2019-03-17,0.9788,2,OPTIMAL,179.8962116241455,12119654.0
2019-03-18,1.2833,10,TIME_LIMIT,125.78298735618591,13010892.67
2019-03-19,0.9091,10,OPTIMAL,100.59126424789429,10469919.61
2019-03-20,0.9904,10,OPTIMAL,102.45950865745544,12446529.14
2019-03-21,0.9949,4,OPTIMAL,70.14117121696472,12108158.01
2019-03-22,0.8955,10,OPTIMAL,264.60604453086853,8458772.77
2019-03-23,0.9642,10,OPTIMAL,31.977850914001465,6341635.4
2019-03-24,0.8809,4,OPTIMAL,36.70174026489258,8194908.18
2019-03-25,0.9985,9,OPTIMAL,130.64453268051147,9973106.69
2019-03-26,0.9784,10,OPTIMAL,269.0263204574585,8743056.76
2019-03-27,0.9619,10,OPTIMAL,310.26378059387207,7618090.25
2019-03-28,0.9134,10,OPTIMAL,301.10817980766296,7190750.39
2019-03-29,0.9226,10,OPTIMAL,182.15271925926208,7379753.5
2019-03-30,0.9016,10,OPTIMAL,174.25995445251465,7352785.61
2019-03-31,0.9716,10,OPTIMAL,71.53419184684753,10438659.02
2019-04-01,0.9999,10,OPTIMAL,94.67615056037903,14602146.05
2019-04-02,1.5178,6,TIME_LIMIT,365.5593647956848,10764703.24
2019-04-03,0.938,5,OPTIMAL,69.42488121986389,7555034.04
2019-04-04,0.9818,6,OPTIMAL,305.44704961776733,11864187.67
2019-04-05,0.9819,5,OPTIMAL,249.12861132621765,10411606.69
2019-04-06,0.7624,10,OPTIMAL,99.15363478660583,8908870.04
2019-04-07,0.9999,5,OPTIMAL,189.0794312953949,10025774.03
2019-04-08,0.9528,4,OPTIMAL,117.47661900520325,13246237.36
2019-04-09,0.9245,7,OPTIMAL,180.77844882011414,11629765.96
2019-04-10,1.1376,10,TIME_LIMIT,246.65914940834045,11284196.05
2019-04-11,0.9185,6,OPTIMAL,322.67067980766296,10564245.36
2019-04-12,0.9137,5,OPTIMAL,54.72142767906189,8124737.41
2019-04-13,0.7481,10,OPTIMAL,89.65129923820496,7356597.67
2019-04-14,0.8343,10,OPTIMAL,108.71279287338257,7894024.07
2019-04-15,0.9975,10,OPTIMAL,288.74638199806213,7721778.92
2019-04-16,2.4847,10,TIME_LIMIT,245.16080617904663,8174992.52
2019-04-17,0.9855,10,OPTIMAL,232.37153577804565,10051644.35
2019-04-18,0.8741,10,OPTIMAL,96.34205436706543,9124570.89
2019-04-19,0.89,8,OPTIMAL,30.168628454208374,9220905.48
2019-04-20,0.8591,1,OPTIMAL,219.4574909210205,7228761.55
2019-04-21,0.3668,10,OPTIMAL,36.32554912567139,6324304.67
2019-04-22,0.9675,10,OPTIMAL,93.83736944198608,9286712.94
2019-04-23,1.486,10,TIME_LIMIT,204.9621720314026,9770520.53
2019-04-24,0.9999,3,OPTIMAL,70.8287718296051,11728276.81
2019-04-25,0.9812,4,OPTIMAL,83.12327003479004,12795919.23
2019-04-26,0.874,8,OPTIMAL,141.7312183380127,11397455.96
2019-04-27,0.9941,9,OPTIMAL,177.54875993728638,9599522.16
2019-04-28,0.9633,3,OPTIMAL,83.43132424354553,8899850.26
2019-04-29,0.9492,10,OPTIMAL,191.4637041091919,11658693.9
2019-04-30,0.9989,10,OPTIMAL,93.16000628471375,12446026.8
2019-05-01,0.9804,10,OPTIMAL,35.777984619140625,13823481.15
2019-05-02,0.9782,7,OPTIMAL,114.56436061859131,10647054.39
2019-05-03,0.9959,10,OPTIMAL,62.40573525428772,11844180.26
2019-05-04,0.9965,10,OPTIMAL,83.81978416442871,11387334.06
2019-05-05,0.8259,10,OPTIMAL,52.39044380187988,10070544.16
2019-05-06,0.9702,10,OPTIMAL,57.517045736312866,12058153.02
2019-05-07,0.9272,7,OPTIMAL,94.8914213180542,12257900.51
