Date,Hour,committed_mw,num_committed
2019-01-01,0,33089.0,94
2019-01-01,1,33089.0,94
2019-01-01,2,32918.6,93
2019-01-01,3,33244.1,93
2019-01-01,4,33244.1,93
2019-01-01,5,35277.9,96
2019-01-01,6,35277.9,96
2019-01-01,7,37011.9,97
2019-01-01,8,39398.2,99
2019-01-01,9,37606.4,97
2019-01-01,10,37756.4,98
2019-01-01,11,36297.1,96
2019-01-01,12,36297.1,96
2019-01-01,13,34501.7,95
2019-01-01,14,33685.8,93
2019-01-01,15,33812.3,94
2019-01-01,16,38160.5,98
2019-01-01,17,40770.0,102
2019-01-01,18,41956.8,103
2019-01-01,19,41956.8,103
2019-01-01,20,41956.8,103
2019-01-01,21,41956.8,103
2019-01-01,22,41042.2,102
2019-01-01,23,40118.4,101
2019-01-02,0,39456.9,100
2019-01-02,1,37722.9,99
2019-01-02,2,37722.9,99
2019-01-02,3,38646.7,100
2019-01-02,4,40790.7,102
2019-01-02,5,44019.0,106
2019-01-02,6,45672.2,108
2019-01-02,7,49680.6,109
2019-01-02,8,50995.4,110
2019-01-02,9,51873.8,111
2019-01-02,10,53026.6,112
2019-01-02,11,53026.6,112
2019-01-02,12,53026.6,112
2019-01-02,13,53026.6,112
2019-01-02,14,52087.0,111
2019-01-02,15,52087.0,111
2019-01-02,16,53829.8,113
2019-01-02,17,55005.2,114
2019-01-02,18,55005.2,114
2019-01-02,19,55005.2,114
2019-01-02,20,55005.2,114
2019-01-02,21,53690.4,113
2019-01-02,22,49682.0,112
2019-01-02,23,46458.0,109
2019-01-03,0,46458.0,109
2019-01-03,1,43845.6,107
2019-01-03,2,43845.6,107
2019-01-03,3,43845.6,107
2019-01-03,4,47430.4,109
2019-01-03,5,50263.4,109
2019-01-03,6,50263.4,109
2019-01-03,7,50263.4,109
2019-01-03,8,50263.4,109
2019-01-03,9,50263.4,109
2019-01-03,10,50263.4,109
2019-01-03,11,48309.6,107
2019-01-03,12,44301.2,106
2019-01-03,13,41633.7,103
2019-01-03,14,39148.9,101
2019-01-03,15,38983.3,100
2019-01-03,16,42093.5,102
2019-01-03,17,47618.4,106
2019-01-03,18,51580.4,110
2019-01-03,19,51580.4,110
2019-01-03,20,51580.4,110
2019-01-03,21,51580.4,110
2019-01-03,22,49729.6,109
2019-01-03,23,47995.6,108
2019-01-04,0,45903.2,106
2019-01-04,1,44017.8,104
2019-01-04,2,44017.8,104
2019-01-04,3,45751.8,105
2019-01-04,4,45240.2,105
2019-01-04,5,50774.4,110
2019-01-04,6,51714.0,111
2019-01-04,7,50861.8,110
2019-01-04,8,50861.8,110
2019-01-04,9,50861.8,110
2019-01-04,10,47643.8,107
2019-01-04,11,43635.4,106
2019-01-04,12,40016.0,103
2019-01-04,13,35293.1,97
2019-01-04,14,33497.7,96
2019-01-04,15,33497.7,96
2019-01-04,16,36232.7,98
2019-01-04,17,40528.2,103
2019-01-04,18,43065.4,105
2019-01-04,19,43065.4,105
2019-01-04,20,43065.4,105
2019-01-04,21,43065.4,105
2019-01-04,22,41331.4,104
2019-01-04,23,43943.8,106
2019-01-05,0,42089.6,104
2019-01-05,1,37591.8,100
2019-01-05,2,38161.8,101
2019-01-05,3,39101.4,102
2019-01-05,4,40016.0,103
2019-01-05,5,42779.8,106
2019-01-05,6,44513.8,107
2019-01-05,7,45666.6,108
2019-01-05,8,45666.6,108
2019-01-05,9,45666.6,108
2019-01-05,10,43065.4,105
2019-01-05,11,39334.6,102
2019-01-05,12,36258.0,98
2019-01-05,13,33087.7,95
2019-01-05,14,31537.3,93
2019-01-05,15,31205.6,91
2019-01-05,16,31055.2,93
2019-01-05,17,34824.1,97
2019-01-05,18,36199.0,99
2019-01-05,19,36199.0,99
2019-01-05,20,36199.0,99
2019-01-05,21,34824.1,97
2019-01-05,22,33884.5,96
2019-01-05,23,35521.7,98
2019-01-06,0,33726.3,97
2019-01-06,1,30155.8,92
2019-01-06,2,30155.8,92
2019-01-06,3,31951.2,93
2019-01-06,4,31415.7,92
2019-01-06,5,31415.7,92
2019-01-06,6,32875.1,94
2019-01-06,7,33410.6,95
2019-01-06,8,33410.6,95
2019-01-06,9,33410.6,95
2019-01-06,10,32875.1,94
2019-01-06,11,31079.7,93
2019-01-06,12,30227.5,92
2019-01-06,13,27837.1,88
2019-01-06,14,26316.9,86
2019-01-06,15,26316.9,86
2019-01-06,16,28268.5,89
2019-01-06,17,30763.0,93
2019-01-06,18,34292.4,95
2019-01-06,19,34292.4,95
2019-01-06,20,32558.4,94
2019-01-06,21,30181.0,91
2019-01-06,22,25455.9,85
2019-01-06,23,23802.3,83
2019-01-07,0,21537.8,79
2019-01-07,1,19420.9,74
2019-01-07,2,20683.9,76
2019-01-07,3,22078.0,80
2019-01-07,4,23058.5,82
2019-01-07,5,28845.5,90
2019-01-07,6,31002.4,93
2019-01-07,7,32304.6,95
2019-01-07,8,34100.0,96
2019-01-07,9,34100.0,96
2019-01-07,10,34100.0,96
2019-01-07,11,34100.0,96
2019-01-07,12,33564.5,95
2019-01-07,13,31769.1,94
2019-01-07,14,31769.1,94
2019-01-07,15,31769.1,94
2019-01-07,16,32304.6,95
2019-01-07,17,37031.3,100
2019-01-07,18,37945.9,101
2019-01-07,19,37945.9,101
2019-01-07,20,37945.9,101
2019-01-07,21,37375.9,100
2019-01-07,22,33745.7,96
2019-01-07,23,30547.5,93
2019-01-08,0,28923.8,91
2019-01-08,1,28177.8,90
2019-01-08,2,28768.1,90
2019-01-08,3,28768.1,90
2019-01-08,4,31099.0,92
2019-01-08,5,36038.2,97
2019-01-08,6,38374.5,100
2019-01-08,7,39456.7,101
2019-01-08,8,39456.7,101
2019-01-08,9,39456.7,101
2019-01-08,10,39456.7,101
2019-01-08,11,37459.9,99
2019-01-08,12,37459.9,99
