Generator,unit_type,is_pem,output_mwh,curtailment_mwh,Unit Market Revenue,Unit Uplift Payment,Unit Cost,starts,pmax_mw
101,PV,False,15908.58216,26711.97784,188673.318608,0.0,,,18.66666666666667
102,WIND,False,174495.859286,13302.060714,1631050.078958,0.0,,,80.50009646431697
103,WIND,False,151155.619997,11917.460003,1412891.876843,0.0,,,70.0000947194203
104,WIND,False,27482.26273,2549.73727,254756.52543,0.0,,,13.00007328143217
106,PV,False,913332.67,0.0,15209332.741474,0.0,,,400.0
109,WIND,False,685297.1,0.0,10663092.365153,0.0,,,199.9999318490493
110,WIND,False,421074.872103,174808.322326,4018938.492513,0.0,,,338.599998942999
110_PEM,WIND,True,26858.488734000002,1066036.256828,2962591.041144,0.0,,,338.599998942999
111,PV,False,67664.25,0.0,1737165.536253,0.0,,,32.0
113,WIND,False,314454.01364900003,72655.156351,3430098.116656,0.0,,,150.0001006265589
115,WIND,False,315601.214929,71507.955071,3442789.58927,0.0,,,150.0001006265589
116,PV,False,210788.869978,228416.040022,8294513.110874,0.0,,,199.3333333333333
117,WIND,False,18349.097989,5424.462011,208929.971416,0.0,,,10.0000765408814
119,WIND,False,700629.13,0.0,32424759.415973,0.0,,,199.9999881797006
120,WIND,False,412025.44,0.0,19068961.343352,0.0,,,117.5999879336357
123,PV,False,15222.05,0.0,253485.477892,0.0,,,6.666666666666667
125,WIND,False,690865.32,0.0,8565572.359338,0.0,,,174.1999763095554
126,PV,False,684999.27,0.0,11407001.025085,0.0,,,300.0
127,PV,False,879082.58,0.0,14638977.98346,0.0,,,385.0
128,WIND,False,985385.88,0.0,12229269.775607,0.0,,,249.4999759911978
131,WIND,False,139288.022335,9669.957665,1633339.483955,0.0,,,100.0000409955779
132,WIND,False,206122.098732,14086.221268,2408918.657865,0.0,,,147.0000420015917
133,WIND,False,449502.112463,592.167537,9427667.407502,0.0,,,139.8039647700775
134,WIND,False,0.0,0.0,0.0,0.0,,,6.178165706542476e-05
135,WIND,False,601790.3808180001,177.309182,12589136.596074,0.0,,,187.3297783473275
136,WIND,False,231050.71,0.0,4961976.563493,0.0,,,153.0000242562797
