Date,Hour,committed_mw,num_committed
2019-01-01,0,32701.1,93
2019-01-01,1,32701.1,93
2019-01-01,2,31840.1,92
2019-01-01,3,31840.1,92
2019-01-01,4,33690.9,93
2019-01-01,5,32838.7,92
2019-01-01,6,33552.1,93
2019-01-01,7,33386.5,92
2019-01-01,8,36517.0,95
2019-01-01,9,36517.0,95
2019-01-01,10,34721.6,94
2019-01-01,11,34351.7,94
2019-01-01,12,34351.7,94
2019-01-01,13,32730.3,92
2019-01-01,14,31851.3,90
2019-01-01,15,32016.9,91
2019-01-01,16,35976.8,97
2019-01-01,17,38696.0,99
2019-01-01,18,40380.7,101
2019-01-01,19,40380.7,101
2019-01-01,20,40380.7,101
2019-01-01,21,39948.7,100
2019-01-01,22,39948.7,100
2019-01-01,23,38335.5,98
2019-01-02,0,36601.5,97
2019-01-02,1,37033.5,98
2019-01-02,2,36093.9,97
2019-01-02,3,36783.3,98
2019-01-02,4,39441.1,100
2019-01-02,5,42253.2,104
2019-01-02,6,44823.2,107
2019-01-02,7,45905.4,108
2019-01-02,8,51228.6,110
2019-01-02,9,51228.6,110
2019-01-02,10,52547.3,112
2019-01-02,11,52547.3,112
2019-01-02,12,52547.3,112
2019-01-02,13,52547.3,112
2019-01-02,14,50929.6,110
2019-01-02,15,50929.6,110
2019-01-02,16,52890.2,112
2019-01-02,17,55005.2,114
2019-01-02,18,55005.2,114
2019-01-02,19,55005.2,114
2019-01-02,20,54126.8,113
2019-01-02,21,52812.0,112
2019-01-02,22,48803.6,111
2019-01-02,23,46382.8,109
2019-01-03,0,46382.8,109
2019-01-03,1,43734.2,107
2019-01-03,2,43734.2,107
2019-01-03,3,43072.7,106
2019-01-03,4,46657.5,108
2019-01-03,5,49490.5,108
2019-01-03,6,49490.5,108
2019-01-03,7,50060.5,109
2019-01-03,8,50060.5,109
2019-01-03,9,51488.9,110
2019-01-03,10,50336.1,109
2019-01-03,11,44442.3,106
2019-01-03,12,42603.9,104
2019-01-03,13,39772.3,101
2019-01-03,14,38547.4,99
2019-01-03,15,36752.0,98
2019-01-03,16,39074.5,102
2019-01-03,17,45907.0,108
2019-01-03,18,50997.6,110
2019-01-03,19,52150.4,111
2019-01-03,20,52150.4,111
2019-01-03,21,49896.0,109
2019-01-03,22,48743.2,108
2019-01-03,23,45977.8,106
2019-01-04,0,47832.0,108
2019-01-04,1,45674.4,108
2019-01-04,2,43740.0,106
2019-01-04,3,42006.0,105
2019-01-04,4,43740.0,106
