Date,Hour,unit_type,is_pem,Output,Curtailment
2019-01-01,0,HYDRO,False,497.8,0.0
2019-01-01,0,PV,False,0.0,0.0
2019-01-01,0,WIND,False,7642.579495,2001.7705059999998
2019-01-01,0,WIND,True,0.0,169.299999
2019-01-01,1,HYDRO,False,497.8,0.0
2019-01-01,1,PV,False,0.0,0.0
2019-01-01,1,WIND,False,8424.136665,2042.1333359999999
2019-01-01,1,WIND,True,0.0,169.299999
2019-01-01,2,HYDRO,False,497.8,0.0
2019-01-01,2,PV,False,0.0,0.0
2019-01-01,2,WIND,False,8851.595763,2037.504238
2019-01-01,2,WIND,True,0.0,169.299999
2019-01-01,3,HYDRO,False,497.8,0.0
2019-01-01,3,PV,False,0.0,0.0
2019-01-01,3,WIND,False,9116.155721,2039.79428
2019-01-01,3,WIND,True,0.0,169.299999
2019-01-01,4,HYDRO,False,497.8,0.0
2019-01-01,4,PV,False,0.0,0.0
2019-01-01,4,WIND,False,9395.809751,2012.84025
2019-01-01,4,WIND,True,0.0,169.299999
2019-01-01,5,HYDRO,False,497.8,0.0
2019-01-01,5,PV,False,0.0,0.0
2019-01-01,5,WIND,False,9976.495306,2046.104695
2019-01-01,5,WIND,True,0.0,169.299999
2019-01-01,6,HYDRO,False,497.8,0.0
2019-01-01,6,PV,False,0.0,0.0
2019-01-01,6,WIND,False,10447.475222,1972.4947789999999
2019-01-01,6,WIND,True,0.0,169.299999
2019-01-01,7,HYDRO,False,497.8,0.0
2019-01-01,7,PV,False,0.0,0.0
2019-01-01,7,WIND,False,10810.584658,1899.345343
2019-01-01,7,WIND,True,0.0,169.299999
2019-01-01,8,HYDRO,False,497.8,0.0
2019-01-01,8,PV,False,0.0,0.0
2019-01-01,8,WIND,False,10221.792,1838.518001
2019-01-01,8,WIND,True,0.0,169.299999
2019-01-01,9,HYDRO,False,497.8,0.0
2019-01-01,9,PV,False,238.78,7.13
2019-01-01,9,WIND,False,9923.190482,1790.609519
2019-01-01,9,WIND,True,0.0,169.299999
2019-01-01,10,HYDRO,False,497.8,0.0
2019-01-01,10,PV,False,1802.99,40.53
2019-01-01,10,WIND,False,9832.608,1096.6820010000001
2019-01-01,10,WIND,True,0.0,169.299999
2019-01-01,11,HYDRO,False,497.8,0.0
2019-01-01,11,PV,False,3054.16,67.94
2019-01-01,11,WIND,False,8767.279206,1859.8307949999999
2019-01-01,11,WIND,True,0.0,169.299999
2019-01-01,12,HYDRO,False,497.8,0.0
2019-01-01,12,PV,False,4008.8199999999997,410.78999999999996
2019-01-01,12,WIND,False,8315.508604999999,1904.351396
2019-01-01,12,WIND,True,0.0,169.299999
2019-01-01,13,HYDRO,False,497.8,0.0
2019-01-01,13,PV,False,4224.905977,954.5940230000001
2019-01-01,13,WIND,False,8906.668274,1099.011726
2019-01-01,13,WIND,True,0.0,115.27
2019-01-01,14,HYDRO,False,497.8,0.0
2019-01-01,14,PV,False,4693.22,698.3
2019-01-01,14,WIND,False,8370.227716,1670.332284
2019-01-01,14,WIND,True,0.0,104.91
2019-01-01,15,HYDRO,False,497.8,0.0
2019-01-01,15,PV,False,4707.0,323.35
