Line,cont_rating,max_abs_flow,p99_abs_flow,mean_abs_flow,sum_violation,hours_ge_99pct
L1,1207.06625,1207.06625,790.03040644,324.6670458110731,0.0,7
L10,1207.06625,652.02,558.0846999999998,241.03583447488586,0.0,0
L100,1493.89381,511.977147,279.27471421999985,64.32881208424658,0.0,0
L101,1326.57776,1294.235361,1011.6082482899999,644.7931228775115,0.0,0
L102,1326.57776,917.788808,782.3731900999999,324.79619980034244,0.0,0
L103,1326.57776,816.343466,595.1083490799999,406.3531343906393,0.0,0
L104,1207.06625,824.929844,646.8309889699999,213.72268065159815,0.0,0
L105,1326.57776,1326.57776,760.6711932299999,261.89709315753424,0.0,8
L106,1326.57776,1326.57776,760.6711932299999,261.89709315753424,0.0,8
L107,1326.57776,668.942162,458.16454881999994,158.13234100776253,0.0,0
L108,1326.57776,668.942162,458.16454881999994,158.13234100776253,0.0,0
L109,1326.57776,1272.624059,873.58302341,303.5694445615297,0.0,0
L11,1207.06625,587.820819,513.10397753,245.47457420787669,0.0,0
L110,1207.06625,629.44625,396.07587070999995,122.00323596210046,0.0,0
L111,1326.57776,639.881587,537.2979099899999,216.18460235422376,0.0,0
L112,1493.89381,1124.791134,765.492102,546.3793090481736,0.0,0
L113,1207.06625,1029.958442,869.9679131399995,226.54500825239725,0.0,0
L114,1207.06625,1207.06625,935.80931604,324.15221084429226,0.0,3
L115,1207.06625,985.820524,655.3232434899996,231.8735465563927,0.0,0
L116,1326.57776,865.356068,716.98069122,164.83077027922374,0.0,0
L117,1326.57776,865.356068,716.98069122,164.83077027922374,0.0,0
L118,1326.57776,1308.177272,975.09019387,444.1563697326484,0.0,0
L119,1493.89381,1270.563701,852.9441491899998,279.1793836262557,0.0,0
L12,1207.06625,576.938529,381.88751771,108.19569173139269,0.0,0
L120,1326.57776,813.45888,725.6135721799999,186.95870883732877,0.0,0
L121,1326.57776,813.45888,725.6135721799999,186.95870883732877,0.0,0
L122,1326.57776,1326.57776,1185.9132431799999,318.4904217093607,0.0,31
L123,1326.57776,820.567657,652.01735817,428.0672252125571,0.0,0
L124,1326.57776,820.567657,652.01735817,428.0672252125571,0.0,0
L125,1326.57776,674.961015,503.90970916,338.61060751358445,0.0,0
L126,1326.57776,692.613057,431.1587445499999,237.3289542410959,0.0,0
L127,1326.57776,692.613057,431.1587445499999,237.3289542410959,0.0,0
L128,1326.57776,682.637187,526.04660076,351.07238973995436,0.0,0
L129,1326.57776,942.878441,726.5909441700001,484.91144862968036,0.0,0
L13,1326.57776,847.179,825.41141808,270.28870263333334,0.0,0
L130,1326.57776,942.878441,726.5909441700001,484.91144862968036,0.0,0
L131,1493.89381,1108.493409,908.78296586,371.1639039673516,0.0,0
L132,1326.57776,1037.088527,745.3637230799993,369.12233982796806,0.0,0
L133,1207.06625,2553.987542,1207.06625,789.3278261456621,19157.671497,2540
L134,1326.57776,720.742578,685.6164803600001,338.6833881458904,0.0,0
L135,1207.06625,747.825098,674.05912586,345.9416928874429,0.0,0
L136,1326.57776,1203.041783,1066.7572528499998,482.1257017223744,0.0,0
L137,1326.57776,912.247737,825.98867374,404.65544499041096,0.0,0
L138,1326.57776,912.247737,825.98867374,404.65544499041096,0.0,0
L139,1326.57776,483.96978,438.20723296,214.67962988276255,0.0,0
L14,1493.89381,1056.744332,1029.59213671,337.14959223253425,0.0,0
L140,1326.57776,1011.963596,789.4188644299999,304.93033397625567,0.0,0
L141,1326.57776,847.493596,640.7225785799999,282.87541087739726,0.0,0
L142,1207.06625,136.68,117.2041,55.78553881278539,0.0,0
L143,1207.06625,1153.969676,975.62064946,625.8490770643836,0.0,0
L144,1326.57776,935.258057,793.450882,193.86993255216893,0.0,0
L145,1326.57776,1204.923001,1088.0646844099997,278.4620506022831,0.0,0
L146,1326.57776,537.202447,369.6912454899999,112.26899181084475,0.0,0
L147,1326.57776,1413.77,1315.0084,984.2653792196347,298.44568,107
L148,1207.06625,120.362164,114.61229274,71.89992034474885,0.0,0
L149,1207.06625,213.347836,203.15590726,127.44613330821917,0.0,0
L15,1326.57776,1264.93149,1212.06070211,362.0820327966895,0.0,0
L150,1326.57776,863.052369,777.12356149,220.94513411746576,0.0,0
L151,1207.06625,1207.06625,1086.88609979,309.01417358835613,0.0,7
L152,1326.57776,1326.57776,1326.57776,648.8204430248859,0.0,1137
L153,1326.57776,890.121565,683.96064509,338.07724065981733,0.0,0
L154,1326.57776,890.121565,683.96064509,338.07724065981733,0.0,0
L155,1326.57776,890.121565,683.96064509,338.07724065981733,0.0,0
L156,1326.57776,684.605192,570.1814334699999,316.0432681015982,0.0,0
L157,1326.57776,684.605192,570.1814334699999,316.0432681015982,0.0,0
L158,1326.57776,1253.9,1220.0134999999998,940.203137757306,0.0,0
L159,1326.57776,1326.57776,1326.57776,478.77880193367577,0.0,520
L16,1207.06625,415.157002,397.80453797,118.83717999942922,0.0,0
L160,1326.57776,477.582912,351.4160815,100.08191826632421,0.0,0
L161,1326.57776,477.582912,351.4160815,100.08191826632421,0.0,0
L162,1207.06625,1531.86345,1043.81458353,501.9969988238584,957.954419,9
L163,1326.57776,758.350669,645.0802434499999,233.89966217134705,0.0,0
L164,1326.57776,758.350669,645.0802434499999,233.89966217134705,0.0,0
L165,1207.06625,941.760013,743.58439406,380.3558971436073,0.0,0
L166,1326.57776,1326.57776,1326.57776,502.0859726192922,0.0,162
L167,1326.57776,1000.060612,834.00487962,340.9338882711187,0.0,0
L168,1207.06625,263.655984,211.19556455999995,119.2232258729452,0.0,0
L169,1493.89381,1032.158601,924.6316230699998,423.35032597100457,0.0,0
L17,1326.57776,753.358139,606.72251879,377.2710864569635,0.0,0
L170,1326.57776,668.730021,574.20260938,160.07605207568494,0.0,0
L171,1326.57776,601.857019,516.78234836,144.06844686974887,0.0,0
L172,1207.06625,1118.617037,807.55741067,270.82523968162104,0.0,0
L173,855.10483,703.356049,618.32730782,390.12213013641554,0.0,0
L174,1326.57776,34.1675,31.379099999999998,19.8579200913242,0.0,0
L175,1326.57776,34.1675,31.379099999999998,19.8579200913242,0.0,0
L176,1326.57776,34.1675,31.379099999999998,19.8579200913242,0.0,0
L177,1326.57776,34.1675,31.379099999999998,19.8579200913242,0.0,0
L178,919.64102,752.682562,626.8467188999992,175.02798077819637,0.0,0
L179,1326.57776,693.966224,612.8292441299999,262.762966861758,0.0,0
L18,1326.57776,731.888409,553.8884757899999,355.4770808270548,0.0,0
L180,1326.57776,693.966224,612.8292441299999,262.762966861758,0.0,0
L181,681.21557,467.648509,400.79704143,139.8358995619863,0.0,0
L182,681.21557,467.648509,400.79704143,139.8358995619863,0.0,0
L183,598.15507,598.15507,512.64737869,178.85987152671234,0.0,23
L184,681.21557,681.21557,580.4853087099998,140.16246089372146,0.0,32
L185,681.21557,681.21557,580.4853087099998,140.16246089372146,0.0,32
L186,1326.57776,455.360487,440.45979613,141.19230001369863,0.0,0
L187,681.21557,695.249432,681.21557,403.7490953836758,21.573413,1445
L188,1207.06625,2114.847542,1207.06625,575.7718211270547,7342.294689,286
L189,1207.06625,1207.06625,1207.06625,455.16941703664384,0.0,263
L19,1326.57776,731.888409,553.8884757899999,355.4770808270548,0.0,0
L190,1207.06625,891.267046,716.3317765299998,265.00664622922375,0.0,0
L191,1326.57776,1326.57776,1144.15636785,482.6871554832192,0.0,16
L192,681.21557,681.21557,681.21557,633.2636665820776,0.0,6223
L193,1326.57776,1297.971334,1107.1464727999999,744.3187375357305,0.0,0
L194,1326.57776,1312.191466,1111.35373671,568.187135727854,0.0,0
L195,1326.57776,642.391383,544.07004089,278.15949855616435,0.0,0
L196,1326.57776,1266.486421,1161.23251201,815.6705734200913,0.0,0
L197,1326.57776,515.570764,308.4122453099998,167.31346183470316,0.0,0
L198,1493.89381,1100.229227,658.1524600499995,357.04732218995434,0.0,0
L199,1326.57776,816.436784,532.3421045899998,343.37878553687216,0.0,0
L2,1207.06625,1207.06625,1094.9891935099995,441.3750140374429,0.0,54
L20,1326.57776,961.674435,692.2418904399998,420.6653710444064,0.0,0
L200,1326.57776,959.111496,625.3704417099998,403.3852309957763,0.0,0
L201,1326.57776,959.111496,625.3704417099998,403.3852309957763,0.0,0
L202,1493.89381,1213.345829,833.9629633299998,239.85469516130138,0.0,0
L203,1493.89381,1493.89381,1435.41821519,1005.325232266895,0.0,71
L204,919.64102,273.234817,266.91334226,197.72652753002282,0.0,0
L205,681.21557,681.21557,665.4551822699999,492.96202753036533,0.0,47
L206,681.21557,681.21557,665.4551822699999,492.96202753036533,0.0,47
L207,681.21557,681.21557,665.4551822699999,492.96202753036533,0.0,47
L208,1326.57776,812.411937,481.5067933999999,259.0396417611872,0.0,0
L209,1326.57776,812.411937,481.5067933999999,259.0396417611872,0.0,0
L21,1326.57776,749.395144,537.1822481699999,346.55742371073063,0.0,0
L210,1326.57776,798.386739,706.4812530599999,315.7028925327626,0.0,0
L211,1326.57776,1087.772201,962.5543984899998,430.1334345140411,0.0,0
L212,1326.57776,1087.772201,962.5543984899998,430.1334345140411,0.0,0
L213,1326.57776,1326.57776,786.2466982699998,422.9827406964612,0.0,4
L214,1326.57776,1326.57776,786.2466982699998,422.9827406964612,0.0,4
L215,1326.57776,690.201787,546.4337376899999,185.84098771826484,0.0,0
L216,1207.06625,604.833329,496.0158884499998,178.222657431621,0.0,0
L217,1326.57776,861.335906,650.8933311599999,326.29525330159817,0.0,0
L218,1326.57776,885.015244,668.7873058999999,335.2655695515982,0.0,0
L219,1326.57776,885.015244,668.7873058999999,335.2655695515982,0.0,0
L22,1326.57776,565.891832,405.6432025799999,261.6964052979452,0.0,0
L220,1326.57776,885.015244,668.7873058999999,335.2655695515982,0.0,0
L221,1326.57776,581.351082,580.38973372,195.6676029022831,0.0,0
L222,1326.57776,1097.730239,989.9316414799999,486.2449841775114,0.0,0
L223,1326.57776,835.366499,557.1251284199998,165.83839038070775,0.0,0
L224,1326.57776,943.162807,629.0169649799998,187.23829831780822,0.0,0
L225,1326.57776,1170.474358,1068.85292872,623.9154789881279,0.0,0
L226,1326.57776,601.59012,464.45918173,315.72378378207765,0.0,0
L227,1326.57776,601.59012,464.45918173,315.72378378207765,0.0,0
L228,1326.57776,613.280562,473.48481686,321.85910799109587,0.0,0
L229,1326.57776,613.280562,473.48481686,321.85910799109587,0.0,0
L23,1326.57776,565.891832,405.6432025799999,261.6964052979452,0.0,0
L230,1326.57776,613.280562,473.48481686,321.85910799109587,0.0,0
L231,752.32491,704.316392,603.6279865399999,416.95260961289955,0.0,0
L232,752.32491,704.316392,603.6279865399999,416.95260961289955,0.0,0
L233,752.32491,704.316392,603.6279865399999,416.95260961289955,0.0,0
L234,752.32491,704.316392,603.6279865399999,416.95260961289955,0.0,0
L235,1326.57776,353.426127,328.26853438,191.57761822009132,0.0,0
L236,1326.57776,353.426127,328.26853438,191.57761822009132,0.0,0
L237,1326.57776,1069.869589,987.30863833,377.32441843961186,0.0,0
L238,1326.57776,449.526769,370.74703195999996,187.35162660833333,0.0,0
L239,1326.57776,625.473699,469.9329259899999,191.1707672497717,0.0,0
L24,1326.57776,768.075081,550.5724210999999,355.1959518625571,0.0,0
L240,1326.57776,540.794562,330.72027140999967,121.47644280742009,0.0,0
L241,1326.57776,554.584562,342.00848868999964,129.53489208413242,0.0,0
L242,1326.57776,460.226332,448.33690448,139.45158918835617,0.0,0
L243,1326.57776,312.542124,304.40918152,111.105208475,0.0,0
L244,1326.57776,210.692481,205.20986119,74.89880662796803,0.0,0
L245,1207.06625,6.25,5.79,3.6372705479452057,0.0,0
L246,700.0,359.802735,344.76393301999997,102.99222266712329,0.0,0
L247,700.0,1577.146074,1135.2767001299997,689.8912088719179,107565.725623,6890
L248,700.0,700.0,700.0,376.83475873710046,0.0,2322
L249,700.0,700.0,700.0,422.44888849132417,0.0,289
L25,1326.57776,768.075081,550.5724210999999,355.1959518625571,0.0,0
L250,700.0,1028.559004,700.0,499.63352372454335,7558.6984059999995,581
L251,700.0,825.105442,700.0,171.03636272123288,1124.649288,190
L252,700.0,2070.8759,1238.7891860799991,672.042404809589,99539.07153,6507
L253,700.0,583.288918,582.32436628,196.3198282489726,0.0,0
L254,700.0,805.418873,748.08751562,436.58410552420094,10043.111031,306
L255,700.0,805.418873,748.08751562,436.58410552420094,10043.111031,306
L26,1326.57776,633.406536,454.03916688999993,292.9185479724886,0.0,0
L27,1493.89381,1020.466056,895.89928227,298.5092974447488,0.0,0
L28,1207.06625,1109.157274,1043.1451029,692.0488741394978,0.0,0
L29,1326.57776,586.877903,351.69522637999995,131.32630470479452,0.0,0
L3,1207.06625,784.79,476.6041,256.2881448227169,0.0,0
L30,1326.57776,616.5,567.861,313.7614247229452,0.0,0
L31,1207.06625,210.74,202.74229999999997,162.98947260273974,0.0,0
L32,1326.57776,1285.967623,1000.8927321199999,353.38680494977166,0.0,0
L33,1326.57776,1012.683875,786.54241816,467.3551395078767,0.0,0
L34,1326.57776,692.702029,582.9700001599999,161.87231354246575,0.0,0
L35,1326.57776,1005.120311,840.8212641199999,465.5821328122146,0.0,0
L36,1207.06625,122.923917,102.83051895,56.93963082203196,0.0,0
L37,1493.89381,531.325259,522.84810114,176.90576703150685,0.0,0
L38,1326.57776,590.545464,494.01368002,273.5467723964612,0.0,0
L39,1326.57776,900.909777,696.2371361199995,218.4412710173516,0.0,0
L4,1326.57776,877.062748,537.4091927699993,199.87480697043378,0.0,0
L40,1326.57776,202.604897,172.11755647,92.73291633299087,0.0,0
L41,1326.57776,416.40906,353.74914864,190.59177276952056,0.0,0
L42,1326.57776,709.523957,580.58333382,330.66574898150685,0.0,0
L43,1326.57776,760.278589,583.16846106,168.8588284797945,0.0,0
L44,1207.06625,865.899201,760.8717262700001,325.4218508691781,0.0,0
L45,1207.06625,555.785574,412.30154787,150.2396407522831,0.0,0
L46,1326.57776,1033.807044,948.77657106,468.0469849091324,0.0,0
L47,1207.06625,782.072827,606.37561538,172.6044937458904,0.0,0
L48,1326.57776,1154.648442,997.4569696299998,278.9463091628995,0.0,0
L49,1207.06625,855.84,749.6381999999999,236.93815406746575,0.0,0
L5,1326.57776,397.44269,243.52802098999967,90.5736574989726,0.0,0
L50,1326.57776,1326.57776,1296.4013926,769.6375626743151,0.0,72
L51,1326.57776,741.489106,457.98033886999957,133.4180876584475,0.0,0
L52,1207.06625,543.89,510.9828,384.4522526859589,0.0,0
L53,1207.06625,1207.06625,1207.06625,604.2215862649543,0.0,421
L54,1207.06625,995.566446,839.92074555,280.5272132680365,0.0,0
L55,1207.06625,1207.06625,1207.06625,753.8615242519406,0.0,1873
L56,1326.57776,1256.766878,859.20891278,310.37181096221457,0.0,0
L57,1326.57776,493.18,469.6182,294.60771803652966,0.0,0
L58,1326.57776,1112.555823,721.9259866599999,257.9781154231735,0.0,0
L59,1326.57776,1326.57776,1083.5711632699997,666.816403650685,0.0,1
L6,1207.06625,433.08,304.4823,130.00544308961187,0.0,0
L60,1326.57776,561.154651,417.18954411999994,202.94236051700915,0.0,0
L61,1326.57776,1094.998453,894.4132661699998,550.4109538711187,0.0,0
L62,1493.89381,1443.243559,1146.3631831199998,461.6755998878995,0.0,0
L63,1326.57776,778.945627,651.6427422199998,258.9969497624429,0.0,0
L64,1326.57776,778.945627,651.6427422199998,258.9969497624429,0.0,0
L65,1326.57776,470.680916,378.56578449,166.37718164098172,0.0,0
L66,1326.57776,670.081821,566.40368553,226.8534814652968,0.0,0
L67,1326.57776,670.081821,566.40368553,226.8534814652968,0.0,0
L68,1326.57776,442.045747,352.62783004,129.42899737591324,0.0,0
L69,1326.57776,442.045747,352.62783004,129.42899737591324,0.0,0
L7,1207.06625,195.71,186.8864,153.1371276107306,0.0,0
L70,1326.57776,762.510379,626.7417983299998,257.86905268972606,0.0,0
L71,1493.89381,479.408728,402.45837443,192.7418012239726,0.0,0
L72,1326.57776,137.614679,137.614679,74.0828490607306,0.0,0
L73,1326.57776,832.712117,699.0526975299999,334.7841286495434,0.0,0
L74,1326.57776,1833.080989,1326.57776,569.3602896715754,3356.205847,325
L75,1326.57776,855.66,838.3222999999999,636.6481454307077,0.0,0
L76,1326.57776,1259.099871,1032.7183159299993,657.8754261285387,0.0,0
L77,1326.57776,1326.57776,1120.73950238,587.2645087197488,0.0,12
L78,1326.57776,983.469337,807.87811545,498.2769974913242,0.0,0
L79,1207.06625,765.39177,664.3089464699999,377.89191797157537,0.0,0
L8,1493.89381,1192.26,1106.1161,461.98645707899544,0.0,0
L80,1207.06625,364.67,347.2541,217.8413892694064,0.0,0
L81,1493.89381,453.279564,393.41639349999997,223.79478139235158,0.0,0
L82,1207.06625,219.16,208.6841,130.91649885844748,0.0,0
L83,1326.57776,175.389755,175.389755,105.8474386543379,0.0,0
L84,1207.06625,600.881002,509.78433376,136.59321313915527,0.0,0
L85,1207.06625,275.098998,233.39256624,62.53593625993151,0.0,0
L86,1326.57776,702.619981,537.80460554,281.4176680944064,0.0,0
L87,1326.57776,786.201023,601.77982701,314.8940599350456,0.0,0
L88,1493.89381,1493.89381,1281.7224439399995,620.0034576285389,0.0,5
L89,1326.57776,591.466474,452.7246622999999,236.89778296073058,0.0,0
L9,1326.57776,953.19,815.0447999999999,283.18149269703196,0.0,0
L90,1326.57776,723.974215,644.5647917099999,247.65893015091325,0.0,0
L91,1493.89381,682.707423,559.1488100299999,283.8636361932648,0.0,0
L92,1207.06625,554.575696,423.63262383999995,152.7059987803653,0.0,0
L93,1326.57776,753.54583,645.13848664,268.49534501815066,0.0,0
L94,1326.57776,1141.673409,946.89519865,379.19340339155247,0.0,0
L95,1207.06625,662.315395,545.1973690699999,248.6384043726027,0.0,0
L96,1326.57776,640.828242,579.5250070399999,249.78896821130138,0.0,0
L97,1326.57776,1326.57776,1179.43222505,598.017016539726,0.0,18
L98,1326.57776,760.614304,640.07831862,303.1947647182648,0.0,0
L99,1326.57776,671.711226,525.02708372,334.6491623479452,0.0,0
