Line,cont_rating,max_abs_flow,p99_abs_flow,mean_abs_flow,sum_violation,hours_ge_99pct
L1,1207.06625,1207.06625,815.5953495199998,329.4046896,0.0,9
L10,1207.06625,652.02,558.0846999999998,241.03583447488586,0.0,0
L100,1493.89381,511.977147,266.8991105199997,63.91181765639269,0.0,0
L101,1326.57776,1294.235361,1013.75598132,649.2789200671233,0.0,0
L102,1326.57776,917.788808,780.8379640899999,328.2162414841324,0.0,0
L103,1326.57776,816.343466,594.97842539,408.7954243893836,0.0,0
L104,1207.06625,943.171814,656.1827226799996,214.5388016466895,0.0,0
L105,1326.57776,1326.57776,766.8779534499998,261.54067479988584,0.0,7
L106,1326.57776,1326.57776,766.8779534499998,261.54067479988584,0.0,7
L107,1326.57776,690.059682,459.31720689,157.78116896369863,0.0,0
L108,1326.57776,690.059682,459.31720689,157.78116896369863,0.0,0
L109,1326.57776,1326.57776,878.5652748299998,303.4697950538813,0.0,1
L11,1207.06625,598.838874,512.33150328,245.3741705473744,0.0,0
L110,1207.06625,573.65625,391.77072243999993,122.07155641426941,0.0,0
L111,1326.57776,645.707493,538.68746385,216.42178479075343,0.0,0
L112,1493.89381,1124.791134,765.492102,549.342732125685,0.0,0
L113,1207.06625,1029.958442,876.46012287,227.4053844987443,0.0,0
L114,1207.06625,1201.13223,943.62917505,323.4513181124429,0.0,2
L115,1207.06625,895.810948,629.6579073300001,230.7630279479452,0.0,0
L116,1326.57776,834.87644,729.6635115499997,167.91706303059362,0.0,0
L117,1326.57776,834.87644,729.6635115499997,167.91706303059362,0.0,0
L118,1326.57776,1308.177272,977.7862387399999,443.90115897888126,0.0,0
L119,1493.89381,1295.969364,855.63051847,278.9546374372146,0.0,0
L12,1207.06625,598.129034,385.9953636999997,108.79510151769406,0.0,0
L120,1326.57776,803.99388,721.1794646999999,187.20875387648402,0.0,0
L121,1326.57776,803.99388,721.1794646999999,187.20875387648402,0.0,0
L122,1326.57776,1326.57776,1183.5253184799992,320.52507786175795,0.0,24
L123,1326.57776,820.567657,652.5923192600001,428.9411740731735,0.0,0
L124,1326.57776,820.567657,652.5923192600001,428.9411740731735,0.0,0
L125,1326.57776,674.961015,505.3183656499999,339.02391701312786,0.0,0
L126,1326.57776,692.613057,435.6463828999997,234.37691072031961,0.0,0
L127,1326.57776,692.613057,435.6463828999997,234.37691072031961,0.0,0
L128,1326.57776,682.637187,526.04660076,351.5837674998858,0.0,0
L129,1326.57776,942.878441,726.5909441700001,485.6177785315068,0.0,0
L13,1326.57776,845.813226,825.6034812099999,271.54829369589044,0.0,0
L130,1326.57776,942.878441,726.5909441700001,485.6177785315068,0.0,0
L131,1493.89381,1108.493409,910.9465997499999,376.2413940396119,0.0,0
L132,1326.57776,1033.831416,761.6607683899998,371.0761420530822,0.0,0
L133,1207.06625,2555.310121,1207.06625,790.3319706093607,19509.26619,2588
L134,1326.57776,720.742578,686.39375305,339.3896903079909,0.0,0
L135,1207.06625,790.183523,670.00025312,344.867054908105,0.0,0
L136,1326.57776,1240.789613,1051.2986670699997,485.3213063164383,0.0,0
L137,1326.57776,913.618578,821.57017836,402.12799815981737,0.0,0
L138,1326.57776,913.618578,821.57017836,402.12799815981737,0.0,0
L139,1326.57776,484.697044,435.86311237999996,213.3387574043379,0.0,0
L14,1493.89381,1055.040709,1029.83171062,338.72076635525116,0.0,0
L140,1326.57776,990.13984,795.77787566,306.8156789876713,0.0,0
L141,1326.57776,825.66984,641.2416616199997,285.34470024018265,0.0,0
L142,1207.06625,136.68,117.2041,55.78553881278539,0.0,0
L143,1207.06625,1164.701024,960.4094578,625.7217170190639,0.0,0
L144,1326.57776,935.258057,793.450882,197.19650125,0.0,0
L145,1326.57776,1204.923001,1089.2682106499994,281.4672596663242,0.0,0
L146,1326.57776,542.181901,369.57672819,112.50799256586758,0.0,0
L147,1326.57776,1360.96,1314.8569,981.2835935743151,97.9612,102
L148,1207.06625,120.362164,114.61229274,71.89992034474885,0.0,0
L149,1207.06625,213.347836,203.15590726,127.44613330821917,0.0,0
L15,1326.57776,1264.720436,1207.6156607299995,363.68166602054794,0.0,0
L150,1326.57776,863.052369,785.6564661599998,223.2579382663242,0.0,0
L151,1207.06625,1207.06625,1098.8202326399999,312.24886470776255,0.0,16
L152,1326.57776,1326.57776,1326.57776,657.2028317109589,0.0,1179
L153,1326.57776,890.121565,683.05307586,337.154888372831,0.0,0
L154,1326.57776,890.121565,683.05307586,337.154888372831,0.0,0
L155,1326.57776,890.121565,683.05307586,337.154888372831,0.0,0
L156,1326.57776,684.605192,575.45150938,316.13333793390416,0.0,0
L157,1326.57776,684.605192,575.45150938,316.13333793390416,0.0,0
L158,1326.57776,1249.64,1217.6468,937.2696516453196,0.0,0
L159,1326.57776,1326.57776,1326.57776,481.06427709600456,0.0,538
L16,1207.06625,415.087733,396.34565291999985,119.36218782499999,0.0,0
L160,1326.57776,523.435651,347.7922072699999,100.29228399086757,0.0,0
L161,1326.57776,523.435651,347.7922072699999,100.29228399086757,0.0,0
L162,1207.06625,1551.446465,1045.1356034399998,503.5906225349315,1206.519684,9
L163,1326.57776,755.038639,655.9417307099999,234.31889644760275,0.0,0
L164,1326.57776,755.038639,655.9417307099999,234.31889644760275,0.0,0
L165,1207.06625,943.391024,716.38683551,381.2873521206621,0.0,0
L166,1326.57776,1326.57776,1326.57776,504.38096005079905,0.0,170
L167,1326.57776,1000.060612,834.6522109399999,345.72828917705476,0.0,0
L168,1207.06625,266.879296,217.94575305,119.97786925034247,0.0,0
L169,1493.89381,1032.998715,921.2579312899999,420.1882117690639,0.0,0
L17,1326.57776,753.358139,611.7176894599999,376.40162718972607,0.0,0
L170,1326.57776,657.474895,568.8203335999999,159.6833898295662,0.0,0
