ruc_date,final_gap_pct,sol_count,status,solve_time_s,ruc_cost
start_date,0.9684,4,OPTIMAL,260.2788894176483,15140687.99
2019-01-02,0.9702,6,OPTIMAL,133.29157400131226,29860107.59
2019-01-03,1.1634,10,TIME_LIMIT,366.4791305065155,26310437.22
2019-01-04,0.9995,9,OPTIMAL,93.28090763092041,21102959.87
2019-01-05,0.9734,10,OPTIMAL,58.93081569671631,14704083.71
2019-01-06,0.9321,2,OPTIMAL,113.73312258720398,8238216.52
2019-01-07,0.9999,10,OPTIMAL,62.05719518661499,9257998.66
2019-01-08,0.9996,4,OPTIMAL,141.04044795036316,10874944.07
2019-01-09,1.1819,5,TIME_LIMIT,365.40709114074707,13332820.31
2019-01-10,0.9604,10,OPTIMAL,226.77899503707886,14070770.11
2019-01-11,0.9773,10,OPTIMAL,283.13290786743164,12312692.97
2019-01-12,1.0784,10,TIME_LIMIT,182.941654920578,12258977.7
2019-01-13,0.9683,4,OPTIMAL,298.68773579597473,18224383.26
2019-01-14,0.9989,7,OPTIMAL,111.35369753837585,22314096.53
2019-01-15,0.7926,10,OPTIMAL,54.91490578651428,19091076.99
2019-01-16,0.9687,9,OPTIMAL,144.41673588752747,14055579.07
2019-01-17,0.9998,8,OPTIMAL,66.36976075172424,12371548.94
2019-01-18,1.5024,8,TIME_LIMIT,486.58644938468933,10458312.4
2019-01-19,0.9688,4,OPTIMAL,164.63612627983093,16678975.71
2019-01-20,0.8944,6,OPTIMAL,69.29511666297913,21446241.91
2019-01-21,0.9965,7,OPTIMAL,113.38703441619873,14552804.22
2019-01-22,0.9908,10,OPTIMAL,185.3636074066162,9973032.72
2019-01-23,0.9769,10,OPTIMAL,61.777559757232666,25775444.65
2019-01-24,0.9912,2,OPTIMAL,37.99939560890198,24983077.64
2019-01-25,0.9068,4,OPTIMAL,235.25516510009766,21506291.05
2019-01-26,0.9958,10,OPTIMAL,122.68103313446045,16450713.75
2019-01-27,0.9949,10,OPTIMAL,196.89726328849792,13557708.17
2019-01-28,0.9864,6,OPTIMAL,336.311772108078,12918553.71
2019-01-29,0.9471,5,OPTIMAL,280.03601932525635,22486433.51
2019-01-30,0.9999,7,OPTIMAL,53.26171612739563,19574982.66
2019-01-31,0.9999,6,OPTIMAL,70.113454580307,15392731.14
2019-02-01,0.8477,10,OPTIMAL,66.71306443214417,11639864.34
2019-02-02,0.986,5,OPTIMAL,53.738548040390015,8707358.7
2019-02-03,0.9533,6,OPTIMAL,22.20190405845642,6470267.18
2019-02-04,0.9989,10,OPTIMAL,386.3730709552765,10436575.64
2019-02-05,0.7679,10,OPTIMAL,33.623409271240234,9911858.12
2019-02-06,0.9573,8,OPTIMAL,165.77037644386292,9166176.66
2019-02-07,0.962,6,OPTIMAL,121.61258840560913,11046353.63
2019-02-08,1.0,2,OPTIMAL,42.00030994415283,89604152.08
2019-02-09,0.9998,2,OPTIMAL,63.15660357475281,84026735.42
2019-02-10,0.9993,2,OPTIMAL,42.41698241233826,31371844.68
2019-02-11,0.9923,10,OPTIMAL,152.50060892105103,13166666.54
2019-02-12,1.1091,10,TIME_LIMIT,245.4340305328369,13645855.22
2019-02-13,0.9456,10,OPTIMAL,129.61214995384216,14301035.15
2019-02-14,0.9997,10,OPTIMAL,190.01131582260132,10635975.24
2019-02-15,0.9601,10,OPTIMAL,35.53816485404968,10133553.3
2019-02-16,0.9926,6,OPTIMAL,99.23460483551025,14582005.4
2019-02-17,0.9579,10,OPTIMAL,104.3223123550415,11310680.46
2019-02-18,0.9725,9,OPTIMAL,111.35662531852722,14682024.02
2019-02-19,1.0,3,OPTIMAL,23.759711027145386,22716297.7
2019-02-20,0.9999,10,OPTIMAL,92.73680996894836,18499663.75
2019-02-21,0.9502,10,OPTIMAL,168.33908414840698,14554123.04
2019-02-22,1.1252,10,TIME_LIMIT,846.3325273990631,14073318.93
2019-02-23,0.5173,10,OPTIMAL,25.465306043624878,9499995.85
2019-02-24,2.4689,10,TIME_LIMIT,124.93077540397644,11690501.63
2019-02-25,2.5485,10,TIME_LIMIT,125.33691763877869,13283704.85
2019-02-26,0.9955,10,OPTIMAL,353.65837574005127,10542878.16
2019-02-27,0.9682,10,OPTIMAL,35.71897006034851,11713405.05
2019-02-28,0.999,10,OPTIMAL,52.683483600616455,22515910.52
2019-03-01,0.937,5,OPTIMAL,60.95705056190491,19102123.47
2019-03-02,0.9928,10,OPTIMAL,84.76127910614014,13609909.11
2019-03-03,0.9614,10,OPTIMAL,99.33817076683044,16248865.16
2019-03-04,0.7041,8,OPTIMAL,55.41254663467407,94345289.01
2019-03-05,0.9964,7,OPTIMAL,57.207547664642334,103215688.69
2019-03-06,0.993,10,OPTIMAL,147.07200622558594,35931068.46
2019-03-07,1.048,4,TIME_LIMIT,244.9639537334442,11470656.61
2019-03-08,1.607,10,TIME_LIMIT,245.297137260437,8575746.07
2019-03-09,0.9963,7,OPTIMAL,121.26262426376343,9510568.52
2019-03-10,0.9558,10,OPTIMAL,30.12848925590515,8493608.04
2019-03-11,0.9613,3,OPTIMAL,298.26160621643066,10280482.84
2019-03-12,0.9563,9,OPTIMAL,100.51165795326233,10069437.57
2019-03-13,0.9532,10,OPTIMAL,83.49964451789856,9466801.38
2019-03-14,0.8187,9,OPTIMAL,76.27596807479858,8544563.34
2019-03-15,0.9867,10,OPTIMAL,53.58851909637451,11151154.79
2019-03-16,0.9995,10,OPTIMAL,91.78153276443481,13100962.0
2019-03-17,0.9896,7,OPTIMAL,141.0509295463562,12168019.83
2019-03-18,0.9912,10,OPTIMAL,110.72635531425476,13027730.58
2019-03-19,0.8456,10,OPTIMAL,105.13468956947327,10552295.78
2019-03-20,0.9736,6,OPTIMAL,143.53406691551208,12460545.66
2019-03-21,0.9995,2,OPTIMAL,52.72299265861511,12216226.33
2019-03-22,0.8896,9,OPTIMAL,187.0009994506836,8483026.98
2019-03-23,0.9614,10,OPTIMAL,20.906619787216187,6383736.07
2019-03-24,0.9257,6,OPTIMAL,24.901580572128296,8281927.72
2019-03-25,0.9967,9,OPTIMAL,63.47980618476868,10060017.81
2019-03-26,0.7904,5,OPTIMAL,280.45645213127136,8765483.3
2019-03-27,0.9553,10,OPTIMAL,411.8132290840149,7628765.74
2019-03-28,1.3834,10,TIME_LIMIT,231.23665833473206,7203860.47
2019-03-29,0.8571,10,OPTIMAL,199.83000349998474,7407184.22
2019-03-30,0.9676,10,OPTIMAL,135.39875292778015,7347373.73
2019-03-31,0.8942,10,OPTIMAL,78.27193093299866,10520617.47
2019-04-01,0.9747,10,OPTIMAL,79.62121963500977,14629737.83
2019-04-02,1.1521,10,TIME_LIMIT,603.2590930461884,10762935.14
2019-04-03,0.8262,6,OPTIMAL,80.04092025756836,7542732.13
2019-04-04,0.9976,8,OPTIMAL,164.12727069854736,11961169.71
2019-04-05,0.9573,10,OPTIMAL,360.5927290916443,10423845.81
2019-04-06,0.9956,8,OPTIMAL,90.32412934303284,8955391.79
2019-04-07,0.8932,10,OPTIMAL,119.97522521018982,10103675.49
2019-04-08,0.9117,10,OPTIMAL,52.84005165100098,13329590.89
2019-04-09,0.9957,8,OPTIMAL,173.86516785621643,11649369.4
2019-04-10,1.6112,10,TIME_LIMIT,244.1315894126892,11273495.69
2019-04-11,0.8371,10,OPTIMAL,99.63684344291687,10634855.01
2019-04-12,0.9541,10,OPTIMAL,45.62501525878906,8146681.38
2019-04-13,0.958,3,OPTIMAL,111.65129661560059,7335027.84
2019-04-14,0.948,10,OPTIMAL,163.74394154548645,7914337.99
2019-04-15,0.9171,10,OPTIMAL,177.41879844665527,7727107.71
2019-04-16,0.9669,10,OPTIMAL,332.2405672073364,8168526.89
2019-04-17,0.9965,10,OPTIMAL,346.8059196472168,10074471.25
2019-04-18,0.8889,5,OPTIMAL,215.60485529899597,9146314.04
2019-04-19,0.9466,2,OPTIMAL,46.526222705841064,9255516.57
2019-04-20,0.9054,10,OPTIMAL,101.86949229240417,7255558.66
2019-04-21,0.9179,10,OPTIMAL,32.317116498947144,6324436.41
2019-04-22,0.9893,10,OPTIMAL,83.11904740333557,9302195.71
2019-04-23,0.9338,10,OPTIMAL,163.33057975769043,9731669.44
2019-04-24,0.9131,7,OPTIMAL,67.5769419670105,11839931.16
2019-04-25,0.9477,10,OPTIMAL,87.94267058372498,12803584.25
2019-04-26,0.8611,2,OPTIMAL,131.58812737464905,11509772.74
2019-04-27,0.9899,10,OPTIMAL,215.35939264297485,9543537.72
2019-04-28,0.9633,4,OPTIMAL,87.14248204231262,8908026.12
2019-04-29,0.968,10,OPTIMAL,176.64487099647522,11649319.97
2019-04-30,0.8806,10,OPTIMAL,116.86131405830383,12447211.99
2019-05-01,0.9276,6,OPTIMAL,111.37747621536255,13834769.85
2019-05-02,0.9997,8,OPTIMAL,188.2618329524994,10666649.42
2019-05-03,0.8664,10,OPTIMAL,117.16435956954956,11867085.71
2019-05-04,0.9646,9,OPTIMAL,136.86925959587097,11431289.14
2019-05-05,0.8854,4,OPTIMAL,76.42374038696289,10078759.47
2019-05-06,0.9367,3,OPTIMAL,102.50672054290771,12044896.29
2019-05-07,0.996,10,OPTIMAL,242.0371870994568,12312257.43
2019-05-08,1.9021,10,TIME_LIMIT,206.79942226409912,11375602.2
2019-05-09,0.9536,6,OPTIMAL,142.50104331970215,11319135.18
2019-05-10,0.9917,6,OPTIMAL,129.58567309379578,8884131.92
2019-05-11,0.9559,10,OPTIMAL,89.71963667869568,10178783.46
2019-05-12,0.9508,10,OPTIMAL,98.7039532661438,10282529.85
2019-05-13,0.9994,10,OPTIMAL,83.40270233154297,12522586.38
2019-05-14,0.8488,8,OPTIMAL,121.53096652030945,14588999.92
2019-05-15,0.9592,5,OPTIMAL,148.98637175559998,16002665.14
2019-05-16,0.9904,2,OPTIMAL,51.362204790115356,14068698.85
2019-05-17,0.9805,10,OPTIMAL,66.34652495384216,13869711.26
2019-05-18,1.0915,10,TIME_LIMIT,362.5748929977417,12330291.63
2019-05-19,1.2535,10,TIME_LIMIT,181.05272507667542,14373167.12
2019-05-20,0.9627,10,OPTIMAL,94.56027054786682,19438443.18
2019-05-21,1.2431,7,TIME_LIMIT,246.4174840450287,15004786.16
2019-05-22,0.9611,10,OPTIMAL,133.22998356819153,18534811.08
2019-05-23,0.9976,10,OPTIMAL,316.7717795372009,22432841.37
2019-05-24,0.95,10,OPTIMAL,61.510502576828,19818055.71
2019-05-25,0.9326,10,OPTIMAL,194.34499645233154,16690774.68
