Date,Hour,committed_mw,num_committed
2019-01-01,0,32692.9,95
2019-01-01,1,32692.9,95
2019-01-01,2,31769.1,94
2019-01-01,3,31769.1,94
2019-01-01,4,32708.7,95
2019-01-01,5,34559.5,96
2019-01-01,6,33707.3,95
2019-01-01,7,33707.3,95
2019-01-01,8,35976.8,97
2019-01-01,9,35976.8,97
2019-01-01,10,35037.2,96
2019-01-01,11,34098.8,94
2019-01-01,12,34098.8,94
2019-01-01,13,33121.2,90
2019-01-01,14,32001.3,91
2019-01-01,15,32001.3,91
2019-01-01,16,35795.4,96
2019-01-01,17,38530.4,98
2019-01-01,18,40380.7,101
2019-01-01,19,40380.7,101
2019-01-01,20,40380.7,101
2019-01-01,21,39948.7,100
2019-01-01,22,39948.7,100
2019-01-01,23,38335.5,98
2019-01-02,0,37009.5,98
2019-01-02,1,37009.5,98
2019-01-02,2,36069.9,97
2019-01-02,3,36783.3,98
2019-01-02,4,38927.3,100
2019-01-02,5,42787.5,104
2019-01-02,6,44440.7,106
2019-01-02,7,48449.1,107
2019-01-02,8,49763.9,108
2019-01-02,9,49763.9,108
2019-01-02,10,52381.4,111
2019-01-02,11,52381.4,111
2019-01-02,12,52381.4,111
2019-01-02,13,52381.4,111
2019-01-02,14,51299.2,110
2019-01-02,15,51299.2,110
2019-01-02,16,52951.4,112
2019-01-02,17,55005.2,114
2019-01-02,18,55005.2,114
2019-01-02,19,55005.2,114
2019-01-02,20,54126.8,113
2019-01-02,21,52812.0,112
2019-01-02,22,48803.6,111
2019-01-02,23,45800.0,109
2019-01-03,0,46013.2,109
2019-01-03,1,46382.8,109
2019-01-03,2,43198.7,106
2019-01-03,3,43198.7,106
2019-01-03,4,47319.0,109
2019-01-03,5,50152.0,109
2019-01-03,6,50127.0,109
2019-01-03,7,50287.0,109
2019-01-03,8,50287.0,109
2019-01-03,9,50449.0,109
2019-01-03,10,50306.4,109
2019-01-03,11,45445.8,107
2019-01-03,12,42496.5,103
2019-01-03,13,39777.3,101
2019-01-03,14,37216.3,98
2019-01-03,15,36332.5,96
2019-01-03,16,39408.9,100
2019-01-03,17,45445.8,107
2019-01-03,18,51689.2,110
2019-01-03,19,51689.2,110
2019-01-03,20,50888.2,109
2019-01-03,21,50762.7,109
2019-01-03,22,49447.9,108
2019-01-03,23,46827.2,109
2019-01-04,0,45912.6,108
2019-01-04,1,42909.0,106
