Line,cont_rating,max_abs_flow,p99_abs_flow,mean_abs_flow,sum_violation,hours_ge_99pct
L1,1207.06625,1207.06625,833.1988290199998,321.7910701539954,0.0,10
L10,1207.06625,652.02,558.0846999999998,241.03583447488586,0.0,0
L100,1493.89381,511.977147,282.18956631,65.40775318299086,0.0,0
L101,1326.57776,1294.235361,1013.0688734099999,641.9176796955479,0.0,0
L102,1326.57776,917.788808,778.6045833,324.6944340190639,0.0,0
L103,1326.57776,816.343466,594.65522814,404.57106704897257,0.0,0
L104,1207.06625,943.171814,643.5003821299994,214.33423446130138,0.0,0
L105,1326.57776,1326.57776,772.1258712399999,258.8116798636986,0.0,9
L106,1326.57776,1326.57776,772.1258712399999,258.8116798636986,0.0,9
L107,1326.57776,668.54185,461.26563674,156.50856195559362,0.0,0
L108,1326.57776,668.54185,461.26563674,156.50856195559362,0.0,0
L109,1326.57776,1272.624059,879.3661358699999,300.53778267442925,0.0,0
L11,1207.06625,575.435337,512.38112754,244.96578245445204,0.0,0
L110,1207.06625,629.44625,394.9575846099999,120.35661139828767,0.0,0
L111,1326.57776,645.707493,539.8868185899996,216.28170044531961,0.0,0
L112,1493.89381,1124.791134,765.492102,544.0140692940639,0.0,0
L113,1207.06625,1017.374503,876.97787592,227.08360594977168,0.0,0
L114,1207.06625,1207.06625,924.3163337499999,323.22981937865296,0.0,3
L115,1207.06625,829.61776,629.13582334,231.3617329119863,0.0,0
L116,1326.57776,865.27167,721.9123713399999,168.22890176929224,0.0,0
L117,1326.57776,865.27167,721.9123713399999,168.22890176929224,0.0,0
L118,1326.57776,1308.177272,975.36717799,443.3588121261416,0.0,0
L119,1493.89381,1270.563701,857.34686308,276.0594585385845,0.0,0
L12,1207.06625,624.448167,380.5335183399998,108.70433442180365,0.0,0
L120,1326.57776,813.45888,719.3721006699999,186.3320531260274,0.0,0
L121,1326.57776,813.45888,719.3721006699999,186.3320531260274,0.0,0
L122,1326.57776,1326.57776,1181.5051919,316.1743587868721,0.0,31
L123,1326.57776,820.567657,651.8458094299999,426.63774321130137,0.0,0
L124,1326.57776,820.567657,651.8458094299999,426.63774321130137,0.0,0
L125,1326.57776,674.961015,503.68302331999996,338.04450956484015,0.0,0
L126,1326.57776,692.613057,432.5223276499997,239.6148462311644,0.0,0
L127,1326.57776,692.613057,432.5223276499997,239.6148462311644,0.0,0
L128,1326.57776,682.637187,525.39979978,350.304260223516,0.0,0
L129,1326.57776,942.878441,725.6975639399999,483.8504856763699,0.0,0
L13,1326.57776,845.813226,825.84151737,270.72307254155254,0.0,0
L130,1326.57776,942.878441,725.6975639399999,483.8504856763699,0.0,0
L131,1493.89381,1118.395519,911.8275818699997,373.0062262251142,0.0,0
L132,1326.57776,1003.078867,776.8127057899999,370.6258435979452,0.0,0
L133,1207.06625,2553.987542,1207.06625,787.0750160272831,19271.27629,2514
L134,1326.57776,720.742578,684.78763091,339.4205743998858,0.0,0
L135,1207.06625,759.523252,668.8881746499999,344.76642755901827,0.0,0
L136,1326.57776,1189.641946,1038.94202939,481.1554883421233,0.0,0
L137,1326.57776,913.618578,818.9470172,406.4458740858447,0.0,0
L138,1326.57776,913.618578,818.9470172,406.4458740858447,0.0,0
L139,1326.57776,484.697044,434.47146105999997,215.62949639908675,0.0,0
L14,1493.89381,1055.040709,1030.1286297099998,337.69141154041097,0.0,0
L140,1326.57776,1031.891757,793.4911946999997,305.0983939900685,0.0,0
L141,1326.57776,871.191757,640.16949467,282.95834379714614,0.0,0
L142,1207.06625,136.68,117.2041,55.78553881278539,0.0,0
L143,1207.06625,1152.139286,969.38682353,625.9787403089041,0.0,0
L144,1326.57776,935.258057,793.450882,194.17384558584476,0.0,0
L145,1326.57776,1204.923001,1076.99784488,280.8209117745434,0.0,0
L146,1326.57776,581.044144,367.51715598999976,112.97418647248858,0.0,0
L147,1326.57776,1373.72,1315.3207,983.0521349591324,57.76672000000001,107
L148,1207.06625,120.362164,114.61229274,71.89992034474885,0.0,0
L149,1207.06625,213.347836,203.15590726,127.44613330821917,0.0,0
L15,1326.57776,1264.720436,1207.0557343199996,362.522573383105,0.0,0
L150,1326.57776,863.052369,781.9207872599997,220.7972700834475,0.0,0
L151,1207.06625,1207.06625,1093.5955066099996,308.8073707481735,0.0,15
L152,1326.57776,1326.57776,1326.57776,648.6538136077626,0.0,1114
L153,1326.57776,890.121565,683.05307586,336.7813154663242,0.0,0
L154,1326.57776,890.121565,683.05307586,336.7813154663242,0.0,0
L155,1326.57776,890.121565,683.05307586,336.7813154663242,0.0,0
L156,1326.57776,684.605192,571.0731114199999,316.47707798002284,0.0,0
L157,1326.57776,684.605192,571.0731114199999,316.47707798002284,0.0,0
L158,1326.57776,1251.92,1215.9187000000002,937.4529149210045,0.0,0
L159,1326.57776,1326.57776,1326.57776,473.9734858471461,0.0,495
L16,1207.06625,415.087733,396.1618820699999,118.98176767374429,0.0,0
L160,1326.57776,482.318298,359.11183983,98.92803797910959,0.0,0
L161,1326.57776,482.318298,359.11183983,98.92803797910959,0.0,0
L162,1207.06625,1531.86345,1043.97081376,500.0629819511416,957.894136,9
L163,1326.57776,748.917708,646.9893651399999,234.30306930410958,0.0,0
L164,1326.57776,748.917708,646.9893651399999,234.30306930410958,0.0,0
L165,1207.06625,955.299286,728.49203338,381.98777999041096,0.0,0
L166,1326.57776,1326.57776,1326.57776,502.49716557579904,0.0,164
L167,1326.57776,1018.873657,837.47233697,342.38750268835616,0.0,0
L168,1207.06625,280.200743,216.7935794,118.1155978597032,0.0,0
L169,1493.89381,1032.998715,916.7577801399999,425.54083663789953,0.0,0
L17,1326.57776,753.358139,602.8887757699998,377.3473518496575,0.0,0
L170,1326.57776,659.317927,570.25769923,160.01975507363014,0.0,0
L171,1326.57776,593.386134,513.23192893,144.01777956586758,0.0,0
L172,1207.06625,1034.071372,798.2047355399994,268.9736414694064,0.0,0
L173,855.10483,708.745859,615.6036797999999,390.11412170136987,0.0,0
L174,1326.57776,34.1675,31.379099999999998,19.8579200913242,0.0,0
L175,1326.57776,34.1675,31.379099999999998,19.8579200913242,0.0,0
L176,1326.57776,34.1675,31.379099999999998,19.8579200913242,0.0,0
L177,1326.57776,34.1675,31.379099999999998,19.8579200913242,0.0,0
L178,919.64102,753.419523,624.1843170999999,175.07193754383562,0.0,0
L179,1326.57776,693.966224,613.14876751,262.45855750536526,0.0,0
