Date,Hour,committed_mw,num_committed
2019-01-01,0,32701.1,93
2019-01-01,1,32701.1,93
2019-01-01,2,31840.1,92
2019-01-01,3,31840.1,92
2019-01-01,4,33690.9,93
2019-01-01,5,32988.7,93
2019-01-01,6,32988.7,93
2019-01-01,7,34563.1,95
2019-01-01,8,36297.1,96
2019-01-01,9,35365.1,95
2019-01-01,10,35900.6,96
2019-01-01,11,34105.2,95
2019-01-01,12,34105.2,95
2019-01-01,13,33016.8,92
2019-01-01,14,31691.4,91
2019-01-01,15,32404.8,92
2019-01-01,16,35976.8,97
2019-01-01,17,38696.0,99
2019-01-01,18,40380.7,101
2019-01-01,19,40380.7,101
2019-01-01,20,40380.7,101
2019-01-01,21,39948.7,100
2019-01-01,22,39948.7,100
2019-01-01,23,38335.5,98
2019-01-02,0,37033.5,98
2019-01-02,1,36498.0,97
2019-01-02,2,36247.8,97
2019-01-02,3,36783.3,98
2019-01-02,4,39441.1,100
2019-01-02,5,42377.5,103
2019-01-02,6,44030.7,105
2019-01-02,7,48039.1,106
2019-01-02,8,49353.9,107
2019-01-02,9,49763.9,108
2019-01-02,10,51873.8,111
2019-01-02,11,53829.8,113
2019-01-02,12,53829.8,113
2019-01-02,13,51808.0,111
2019-01-02,14,50710.6,110
2019-01-02,15,50710.6,110
2019-01-02,16,52890.2,112
2019-01-02,17,55005.2,114
2019-01-02,18,55005.2,114
2019-01-02,19,55005.2,114
2019-01-02,20,54126.8,113
2019-01-02,21,52812.0,112
2019-01-02,22,48803.6,111
2019-01-02,23,45847.3,108
2019-01-03,0,45847.3,108
2019-01-03,1,44113.3,107
2019-01-03,2,43310.1,106
2019-01-03,3,45044.1,107
2019-01-03,4,47970.3,107
2019-01-03,5,48645.7,107
2019-01-03,6,49181.2,108
2019-01-03,7,50263.4,109
2019-01-03,8,50263.4,109
2019-01-03,9,50171.9,109
2019-01-03,10,49019.1,108
2019-01-03,11,45010.7,107
2019-01-03,12,42212.9,104
2019-01-03,13,40349.5,102
2019-01-03,14,36932.7,99
2019-01-03,15,36362.7,98
2019-01-03,16,39013.6,100
2019-01-03,17,45907.0,108
2019-01-03,18,50997.6,110
2019-01-03,19,50997.6,110
2019-01-03,20,50997.6,110
2019-01-03,21,50997.6,110
2019-01-03,22,49146.8,109
2019-01-03,23,47412.8,108
2019-01-04,0,43404.4,107
2019-01-04,1,43404.4,107
2019-01-04,2,44173.0,107
2019-01-04,3,43320.8,106
2019-01-04,4,43740.0,106
