Total demand,Total fixed costs,Total generation costs,Total costs,Total load shedding,Total over generation,Total reserve shortfall,Total renewables curtailment,Total on/offs,Total sum on/off ramps,Total sum nominal ramps,Maximum observed demand,Overall renewables penetration rate,Cumulative average price,Total energy payments,Total reserve payments,Total uplift payments,Total payments,Cumulative average payments
383845047.91,6874348620.231702,1187761130.409732,8062109750.641434,0.0,0.0,553.214695,10027638.064622,17518,2440439.94213,17147512.289424,74665.51,21.756324,21.003553,12059790386.052937,342611586.966474,0.0,12402401973.019411,32.31096
