index,nuclear_omega,nuclear_bid,wind_303_omega,wind_303_bid,wind_317_omega,wind_317_bid,wind_122_omega,wind_122_bid,pv_omega,pv_bid,tail_omega,tail_bid,oat_site,anchor,start_date,num_days,provisional
1,,,,,,,,,,,,,317_WIND_1,False,01-01-2020,366,False
