ruc_date,final_gap_pct,sol_count,status,solve_time_s,ruc_cost
start_date,0.9951,10,OPTIMAL,304.7106704711914,15097769.21
2019-01-02,0.9971,10,OPTIMAL,509.92566537857056,29932445.09
2019-01-03,0.9797,10,OPTIMAL,227.60217118263245,26235448.48
