ruc_date,final_gap_pct,sol_count,status,solve_time_s,ruc_cost
start_date,1.4046,10,TIME_LIMIT,374.01943588256836,15241615.65
2019-01-02,0.9077,2,OPTIMAL,431.5133285522461,29895030.32
2019-01-03,2.2663,10,TIME_LIMIT,133.79525876045227,26327820.52
2019-01-04,0.9574,10,OPTIMAL,235.79694366455078,21079983.42
2019-01-05,1.8534,10,TIME_LIMIT,129.4715850353241,14712428.49
2019-01-06,0.9976,2,OPTIMAL,122.18544483184814,8363796.15
2019-01-07,0.6444,10,OPTIMAL,225.25400137901306,9272826.3
2019-01-08,0.9996,10,OPTIMAL,340.22353982925415,10874760.92
2019-01-09,2.5593,4,TIME_LIMIT,370.8774342536926,13358183.8
2019-01-10,1.5429,10,TIME_LIMIT,252.47275233268738,14130870.66
2019-01-11,2.082,10,TIME_LIMIT,252.05548429489136,12506553.21
2019-01-12,0.8593,10,OPTIMAL,117.77489113807678,12274543.18
2019-01-13,1.3108,3,TIME_LIMIT,371.66111993789673,18237399.53
2019-01-14,1.7047,10,TIME_LIMIT,252.16675972938538,23396838.83
2019-01-15,2.0272,10,TIME_LIMIT,255.36359691619873,19152200.42
2019-01-16,2.3939,10,TIME_LIMIT,250.9098527431488,14182249.15
2019-01-17,1.0661,10,TIME_LIMIT,249.9635889530182,12396943.41
2019-01-18,6.0885,10,TIME_LIMIT,374.23397493362427,11010307.57
2019-01-19,1.4572,10,TIME_LIMIT,131.84445071220398,15730792.47
2019-01-20,0.9962,10,OPTIMAL,107.87990117073059,21461037.65
2019-01-21,0.9999,2,OPTIMAL,135.14864301681519,14683338.17
2019-01-22,1.5697,10,TIME_LIMIT,133.95355224609375,10133959.57
2019-01-23,0.9999,7,OPTIMAL,131.0567443370819,25599123.58
2019-01-24,0.8182,10,OPTIMAL,220.9587264060974,24891034.39
2019-01-25,1.3291,10,TIME_LIMIT,251.05119156837463,21509738.13
2019-01-26,1.4646,10,TIME_LIMIT,254.3348560333252,16597668.2
2019-01-27,2.6937,10,TIME_LIMIT,251.88142037391663,13704999.05
2019-01-28,1.0802,10,TIME_LIMIT,250.88489699363708,13019882.5
2019-01-29,1.9444,10,TIME_LIMIT,131.10231256484985,22564083.7
2019-01-30,0.9995,2,OPTIMAL,362.3971953392029,19495968.27
2019-01-31,1.6052,10,TIME_LIMIT,131.08061933517456,15535258.96
2019-02-01,0.9644,10,OPTIMAL,104.9581983089447,11697291.54
2019-02-02,0.9968,10,OPTIMAL,120.287517786026,8811549.34
2019-02-03,0.801,7,OPTIMAL,42.071632862091064,6604174.25
2019-02-04,2.0694,10,TIME_LIMIT,250.30787134170532,10501498.26
2019-02-05,1.5265,10,TIME_LIMIT,131.35079526901245,10133941.56
2019-02-06,1.0813,5,TIME_LIMIT,252.09386610984802,9273817.12
2019-02-07,0.9353,6,OPTIMAL,322.53969979286194,11189965.04
2019-02-08,0.8922,10,OPTIMAL,88.5456018447876,89741971.34
2019-02-09,0.9999,4,OPTIMAL,196.64652633666992,84298206.24
2019-02-10,0.8966,10,OPTIMAL,126.07111358642578,31552910.96
2019-02-11,1.1529,7,TIME_LIMIT,372.21914768218994,13360608.15
2019-02-12,3.3397,10,TIME_LIMIT,372.28628158569336,13735551.11
2019-02-13,2.2943,10,TIME_LIMIT,252.57711267471313,14577745.16
2019-02-14,1.5872,10,TIME_LIMIT,492.05098366737366,10769343.96
2019-02-15,0.9999,4,OPTIMAL,185.70822143554688,10486258.08
2019-02-16,1.2358,10,TIME_LIMIT,133.69462776184082,14598291.22
2019-02-17,2.9865,10,TIME_LIMIT,251.87013697624207,11488030.62
2019-02-18,2.6682,10,TIME_LIMIT,132.52480149269104,15116032.55
2019-02-19,0.998,10,OPTIMAL,140.92989945411682,22753956.81
2019-02-20,1.0117,10,TIME_LIMIT,250.72619366645813,18480589.94
2019-02-21,1.6794,10,TIME_LIMIT,371.9884350299835,14688433.56
2019-02-22,2.121,10,TIME_LIMIT,372.0504837036133,14259334.92
2019-02-23,0.9821,10,OPTIMAL,91.42914628982544,9698139.02
2019-02-24,6.1933,10,TIME_LIMIT,130.21803069114685,12169750.4
2019-02-25,2.7108,10,TIME_LIMIT,371.9352321624756,13391893.04
2019-02-26,3.4156,10,TIME_LIMIT,250.53641653060913,10737046.35
2019-02-27,0.8567,9,OPTIMAL,182.85771703720093,11748951.35
2019-02-28,1.0929,10,TIME_LIMIT,129.84976029396057,22527621.2
2019-03-01,0.9513,10,OPTIMAL,211.82928442955017,19123585.91
2019-03-02,2.2926,10,TIME_LIMIT,130.84905099868774,13758778.93
2019-03-03,0.9518,10,OPTIMAL,326.99865555763245,16380116.49
2019-03-04,0.9983,2,OPTIMAL,127.52616262435913,96473382.64
2019-03-05,0.5425,10,OPTIMAL,75.37620091438293,103316267.19
2019-03-06,0.8613,8,OPTIMAL,169.1416096687317,34003043.89
2019-03-07,2.3161,10,TIME_LIMIT,130.83537340164185,11689104.17
2019-03-08,3.6728,4,TIME_LIMIT,251.67420721054077,8753872.4
2019-03-09,0.8432,8,OPTIMAL,272.5095157623291,9533694.27
2019-03-10,0.9772,10,OPTIMAL,97.94692826271057,8580062.49
2019-03-11,1.5965,10,TIME_LIMIT,491.61494421958923,10335534.85
2019-03-12,1.9237,10,TIME_LIMIT,373.11654710769653,10158974.97
2019-03-13,0.7778,10,OPTIMAL,208.5406153202057,9589647.99
2019-03-14,0.8726,5,OPTIMAL,241.20271563529968,8680902.21
2019-03-15,1.2715,10,TIME_LIMIT,251.5927517414093,11176981.22
2019-03-16,2.6337,10,TIME_LIMIT,130.5612826347351,13263998.69
2019-03-17,1.0611,10,TIME_LIMIT,251.9106252193451,12144463.14
2019-03-18,1.8741,10,TIME_LIMIT,130.37591671943665,13125188.94
2019-03-19,1.1244,10,TIME_LIMIT,250.51198530197144,10581768.65
2019-03-20,1.211,9,TIME_LIMIT,252.21096396446228,12517717.2
2019-03-21,0.985,10,OPTIMAL,202.01094317436218,12137280.47
2019-03-22,1.8715,10,TIME_LIMIT,252.42188906669617,8568997.98
2019-03-23,0.8179,8,OPTIMAL,39.926973819732666,6467909.79
2019-03-24,0.9906,3,OPTIMAL,65.4466142654419,8324598.69
2019-03-25,0.9618,10,OPTIMAL,315.8505198955536,10104413.88
2019-03-26,0.9091,9,OPTIMAL,360.82146191596985,8860291.9
2019-03-27,4.007,10,TIME_LIMIT,491.9757249355316,7899740.08
2019-03-28,4.1706,10,TIME_LIMIT,131.83670926094055,7411716.05
2019-03-29,1.5831,10,TIME_LIMIT,373.9111442565918,7513380.91
2019-03-30,0.8641,10,OPTIMAL,328.63509583473206,7447113.66
2019-03-31,0.8234,7,OPTIMAL,235.63040828704834,10532485.37
2019-04-01,4.2975,10,TIME_LIMIT,130.53960752487183,15105413.23
2019-04-02,1.7712,10,TIME_LIMIT,490.87853837013245,10799691.38
2019-04-03,0.9531,10,OPTIMAL,191.90399026870728,7662580.83
2019-04-04,1.1111,10,TIME_LIMIT,251.55909180641174,11961769.31
2019-04-05,2.4692,5,TIME_LIMIT,613.8734259605408,10520372.61
2019-04-06,0.8214,10,OPTIMAL,147.07550311088562,9034097.16
2019-04-07,0.6245,10,OPTIMAL,94.71605658531189,10119415.44
2019-04-08,0.824,10,OPTIMAL,229.63543105125427,13217878.08
2019-04-09,1.4512,10,TIME_LIMIT,370.4111807346344,11755472.3
2019-04-10,1.5233,3,TIME_LIMIT,372.35223174095154,11414448.12
2019-04-11,3.0109,7,TIME_LIMIT,612.6512472629547,10752587.52
2019-04-12,0.9542,4,OPTIMAL,219.3165111541748,8258484.33
2019-04-13,1.0238,10,TIME_LIMIT,131.49337816238403,7386782.52
2019-04-14,1.7036,10,TIME_LIMIT,251.26203417778015,8014499.02
2019-04-15,2.439,10,TIME_LIMIT,251.6691973209381,7859057.34
2019-04-16,2.393,10,TIME_LIMIT,254.18655633926392,8280002.46
2019-04-17,0.9716,10,OPTIMAL,339.47515177726746,10197261.99
2019-04-18,0.9695,5,OPTIMAL,353.4804310798645,9227999.21
2019-04-19,0.7699,10,OPTIMAL,116.68328785896301,9286792.06
2019-04-20,0.961,10,OPTIMAL,228.27782583236694,7319165.01
2019-04-21,0.4348,10,OPTIMAL,70.13687491416931,6437202.2
2019-04-22,1.6007,10,TIME_LIMIT,370.4487843513489,9429402.52
2019-04-23,2.1377,10,TIME_LIMIT,252.3596522808075,9876120.62
2019-04-24,0.9018,10,OPTIMAL,192.3582808971405,11844187.03
2019-04-25,0.9896,10,OPTIMAL,250.77497553825378,12882231.06
2019-04-26,1.1594,9,TIME_LIMIT,370.31862807273865,11467772.53
2019-04-27,0.962,10,OPTIMAL,343.4555995464325,9750228.52
2019-04-28,0.9468,6,OPTIMAL,123.32490086555481,9012287.47
2019-04-29,0.9429,10,OPTIMAL,249.9230659008026,11790946.45
2019-04-30,0.909,5,OPTIMAL,352.3762493133545,12590565.27
2019-05-01,0.9997,2,OPTIMAL,100.54090285301208,13957561.96
2019-05-02,0.9793,10,OPTIMAL,229.20613503456116,10800262.06
2019-05-03,1.2218,10,TIME_LIMIT,375.01604652404785,11925139.79
2019-05-04,0.9886,10,OPTIMAL,215.67826986312866,11461304.9
2019-05-05,0.9962,3,OPTIMAL,173.56445360183716,10169582.17
2019-05-06,1.4188,10,TIME_LIMIT,130.56212520599365,12223191.52
2019-05-07,0.8413,10,OPTIMAL,230.20104098320007,12414695.32
2019-05-08,1.4908,5,TIME_LIMIT,491.74329018592834,11351643.75
2019-05-09,1.3631,6,TIME_LIMIT,343.3553879261017,11424476.4
2019-05-10,0.8177,10,OPTIMAL,340.3439621925354,8853886.56
2019-05-11,0.9719,5,OPTIMAL,333.1809456348419,10197744.09
2019-05-12,0.8912,4,OPTIMAL,146.13378429412842,10247995.11
2019-05-13,0.9998,7,OPTIMAL,163.0633261203766,12542514.2
2019-05-14,0.9599,6,OPTIMAL,205.12276697158813,14650273.21
2019-05-15,0.9276,10,OPTIMAL,231.44859099388123,16090702.7
2019-05-16,0.9818,3,OPTIMAL,106.29557299613953,14210118.9
2019-05-17,0.8747,10,OPTIMAL,183.17231726646423,14022568.23
2019-05-18,3.8322,10,TIME_LIMIT,250.59682726860046,12650338.3
2019-05-19,1.498,6,TIME_LIMIT,251.95956802368164,14488892.63
2019-05-20,1.1926,10,TIME_LIMIT,255.5767388343811,19555154.11
2019-05-21,10.8011,10,TIME_LIMIT,376.39087176322937,16640899.52
2019-05-22,1.337,10,TIME_LIMIT,133.62929344177246,19353240.07
