Date,Hour,committed_mw,num_committed
2019-01-01,0,32701.1,93
2019-01-01,1,32701.1,93
2019-01-01,2,31840.1,92
2019-01-01,3,31840.1,92
2019-01-01,4,33239.0,95
2019-01-01,5,35089.8,96
2019-01-01,6,34237.6,95
2019-01-01,7,34397.5,94
2019-01-01,8,36131.5,95
2019-01-01,9,36131.5,95
2019-01-01,10,36297.1,96
2019-01-01,11,34501.7,95
2019-01-01,12,34501.7,95
2019-01-01,13,33234.6,92
2019-01-01,14,32166.9,92
2019-01-01,15,32166.9,92
2019-01-01,16,36211.2,97
2019-01-01,17,38696.0,99
2019-01-01,18,40380.7,101
2019-01-01,19,40380.7,101
2019-01-01,20,40380.7,101
2019-01-01,21,39948.7,100
2019-01-01,22,39948.7,100
2019-01-01,23,39024.9,99
2019-01-02,0,37722.9,99
2019-01-02,1,36783.3,98
2019-01-02,2,36247.8,97
2019-01-02,3,37707.1,99
2019-01-02,4,39441.1,100
2019-01-02,5,42651.1,104
2019-01-02,6,44304.3,106
2019-01-02,7,48312.7,107
2019-01-02,8,50567.1,109
2019-01-02,9,50567.1,109
2019-01-02,10,52015.5,111
2019-01-02,11,53168.3,112
2019-01-02,12,53168.3,112
2019-01-02,13,52086.1,111
2019-01-02,14,51146.5,110
2019-01-02,15,51146.5,110
2019-01-02,16,53168.3,112
2019-01-02,17,55005.2,114
2019-01-02,18,55005.2,114
2019-01-02,19,55005.2,114
2019-01-02,20,54126.8,113
2019-01-02,21,52812.0,112
2019-01-02,22,48803.6,111
2019-01-02,23,45800.0,109
2019-01-03,0,46952.8,110
2019-01-03,1,44995.1,107
2019-01-03,2,43390.9,105
2019-01-03,3,43390.9,105
2019-01-03,4,47399.3,106
2019-01-03,5,49250.1,107
2019-01-03,6,49250.1,107
2019-01-03,7,49785.6,108
2019-01-03,8,49785.6,108
2019-01-03,9,49785.6,108
2019-01-03,10,49785.6,108
2019-01-03,11,45777.2,107
2019-01-03,12,42715.1,103
2019-01-03,13,40187.3,100
2019-01-03,14,37625.5,99
2019-01-03,15,36685.9,98
2019-01-03,16,39472.1,101
2019-01-03,17,45965.3,104
2019-01-03,18,50637.8,109
2019-01-03,19,51885.9,111
2019-01-03,20,51885.9,111
2019-01-03,21,50032.4,109
2019-01-03,22,48879.6,108
2019-01-03,23,45544.2,105
2019-01-04,0,43748.8,104
2019-01-04,1,43748.8,104
2019-01-04,2,42666.6,103
2019-01-04,3,42666.6,103
2019-01-04,4,45376.6,105
